"Entidad","Nit Entidad","Departamento Entidad","Ciudad Entidad","OrdenEntidad","Entidad Centralizada","ID del Proceso","Referencia del Proceso","PCI","ID del Portafolio","Nombre del Procedimiento","Descripción del Procedimiento","Fase","Fecha de Publicacion del Proceso","Fecha de Ultima Publicación","Fecha de Publicacion (Fase Planeacion Precalificacion)","Fecha de Publicacion (Fase Seleccion Precalificacion)","Fecha de Publicacion (Manifestacion de Interes)","Fecha de Publicacion (Fase Borrador)","Fecha de Publicacion (Fase Seleccion)","Precio Base","Modalidad de Contratacion","Justificación Modalidad de Contratación","Duracion","Unidad de Duracion","Fecha de Recepcion de Respuestas","Fecha de Apertura de Respuesta","Fecha de Apertura Efectiva","Ciudad de la Unidad de Contratación","Nombre de la Unidad de Contratación","Proveedores Invitados","Proveedores con Invitacion Directa","Visualizaciones del Procedimiento","Proveedores que Manifestaron Interes","Respuestas al Procedimiento","Respuestas Externas","Conteo de Respuestas a Ofertas","Proveedores Unicos con Respuestas","Numero de Lotes","Estado del Procedimiento","ID Estado del Procedimiento","Adjudicado","ID Adjudicacion","CodigoProveedor","Departamento Proveedor","Ciudad Proveedor","Fecha Adjudicacion","Valor Total Adjudicacion","Nombre del Adjudicador","Nombre del Proveedor Adjudicado","NIT del Proveedor Adjudicado","Codigo Principal de Categoria","Estado de Apertura del Proceso","Tipo de Contrato","Subtipo de Contrato","Categorias Adicionales","URLProceso","Codigo Entidad"
"ESE HOSPITAL LOCAL DE GALAPA","802007798","Atlántico","Galapa","Corporación Autónoma","Centralizada","CO1.REQ.8134045","OPS-0963-2024","717785208","CO1.BDOS.7992871","OPS-0963-2024","PRESTACION DE SERVICIOS DE APOYO A LA GESTION EN LA OFICINA DE CALL CENTER DE LA ESE CENTRO DE SALUD DE GALAPA",,,,,,,,,"$3,000,000","Contratación régimen especial","Regla aplicable","60","día(s)",,,,"Galapa","GESTION CONTRACTUAL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","717,785,208"
"UNP","900475780","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.7537439","CPS-UNP-1238-2025","700271034","CO1.BDOS.7401369","CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES","Prestar los servicios profesionales para apoyar jurídicamente al Grupo de Gestión Contractual de la Secretaría General de la Unidad Nacional de Protección-UNP en la revisión de los procesos de contratación en las etapas precontractual, contractual y post contractual, así como en las demás actividades asignadas, de conformidad con las directrices y políticas de la Unidad Nacional de Protección UNP.",,,,,,,,,"$82,500,000","Contratación directa","Servicios profesionales y apoyo a la gestión","222","día(s)",,,,"No Aplica","CONTRATOS","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,271,034"
"FONDO DE DESARROLLO LOCAL DE BOSA","8999990615","Distrito Capital de Bogotá","Bogotá","Territorial","Descentralizada","CO1.REQ.3553466","FDLBOSACD 552-2022 (78145)","702187444","CO1.BDOS.3462130","PRESTAR SUS SERVICIOS DE APOYO ADMINISTRATIVO Y OPERATIVO AL AREA DE GESTIÓN DE DESARROLLO LOCAL DE BOSA; EN LO RELACIONADO AL TRÁMITE DE LOS PROCESOS Y PROCEDIMIENTOS; LEVANTAMIENTO Y VERIFICACIÓN DE","PRESTAR SUS SERVICIOS DE APOYO ADMINISTRATIVO Y OPERATIVO AL AREA DE GESTIÓN DE DESARROLLO LOCAL DE BOSA, EN LO RELACIONADO AL TRÁMITE DE LOS PROCESOS Y PROCEDIMIENTOS, LEVANTAMIENTO Y VERIFICACIÓN DE INVENTARIOS DE LOS BIENES DE PROPIEDAD O BAJO CUSTODIA DEL FONDO DE DESARROLLO LOCAL DE BOSA",,,,,,,,,"$4,140,000","Contratación directa","Servicios profesionales y apoyo a la gestión","62","día(s)",,,,"Bogotá","CONTRATACION","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,187,444"
"COMISION DE REGULACION DE ENERGIA Y GAS","9000349931","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.9830381","2026-106","702580473","CO1.BDOS.9661369","70 Prestar servicios profesionales  de carácter técnico a la Comisión de Regulación de Energía y Gas - CREG; en la gestión de asuntos relacionados con energías renovables; comunidades energéticas y es","70 Prestar servicios profesionales  de carácter técnico a la Comisión de Regulación de Energía y Gas - CREG, en la gestión de asuntos relacionados con energías renovables, comunidades energéticas y esquemas de autogeneración remota, propendiendo el desarrollo de iniciativas regulatorias y proyectos técnicos orientados a la transición energética","Presentación de oferta",,,,,,,,"$81,516,667","Contratación régimen especial","Decreto 092 de 2017","335","día(s)",,,,"Bogotá","COMISION DE REGULACION DE ENERGIA Y GAS","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9677446","702,580,473"
"SERVICIO AEREO A TERRITORIOS NACIONALES S.A.","8999991434","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.9474899","CA 1195 2025 2","712019876","CO1.BDOS.9306585","Compra de material aeronáutico","No definido",,,,,,,,,"$417,900","Contratación régimen especial","Regla aplicable","4","Mes(es)",,,,"Bogotá","Dirección Técnica","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.25201500","Abierto","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","712,019,876"
"PROSPERIDAD SOCIAL","900039533","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.5716069","CD-195-FIP-2024","700230014","CO1.BDOS.5598717","Prestar servicios profesionales a la Oficina de Gestión Regional para apoyar el fortalecimiento territorial por medio de la ejecución procesos y procedimientos que contribuyen con el cumplimiento de l","Prestar servicios profesionales a la Oficina de Gestión Regional para apoyar el fortalecimiento territorial por medio de la ejecución procesos y procedimientos que contribuyen con el cumplimiento de los planes institucionales, estratégicos y propios de la Oficina y de las Direcciones Regionales, siguiendo los lineamientos definidos por la Entidad.",,,,,,,,,"$60,944,400","Contratación régimen especial","Regla aplicable","327","día(s)",,,,"Bogotá","Unidad de contratación única-Prosperidad Social","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,230,014"
"(Secretaría Distrital de Integración Social)","8999990619","Distrito Capital de Bogotá","No Definido","Territorial","Centralizada","CO1.REQ.1291286","259164","702271321","CO1.BDOS.1250821","CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES","PRESTAR SERVICIOS PARA LA ATENCION INTEGRAL A LA PRIMERA INFANCIA EN EL JARDIN INFANTIL DIURNO DE LA SECRETARIA DISTRITAL DE INTEGRACION SOCIAL, QUE LE SEA ASIGNADO.",,,,,,,,,"$19,098,000","Contratación directa","Servicios profesionales y apoyo a la gestión","180","día(s)",,,,"Bogotá","SUBDIRECCION DE CONTRATACION","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111500","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,271,321"
"POLICIA METROPOLITANA SANTIAGO DE CALI","800140625","Valle del Cauca","Cali","Nacional","Centralizada","CO1.REQ.903521","PN MECAL MIC 047 2019","701702029","CO1.BDOS.874116","PN MECAL MIC 047 2019","SERVICIO DE ALOJAMIENTO PARA EL PERSONAL DE LA POLICIA NACIONAL DE LOS COLOMBIANOS.",,,,,,,,,"$80,321,300","Mínima cuantía","Presupuesto inferior al 10% de la menor cuantía","6","Mes(es)","07/09/2019","07/09/2019",,"Cali","OFICINA DE CONTRATOS","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.90111500","Cerrado","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,702,029"
"EMPRESA SOCIAL DEL ESTADO HOSPITAL MARÍA AUXILIADORA","891103968","Huila","Iquira","Territorial","Centralizada","CO1.REQ.9288330","095-2025","701551756","CO1.BDOS.8100580","PRESTAR SERVICIOS DE ASESORÍA; SEGUIMIENTO Y MONITORIA  EN LA IMPLEMENTACIÓN DEL SISTEMA  OBLIGATORIO DE  GARANTÍA DE LA CALIDAD EN SALUD","PRESTAR SERVICIOS DE ASESORÍA, SEGUIMIENTO Y MONITORIA EN LA IMPLEMENTACIÓN DEL SISTEMA OBLIGATORIO DE GARANTÍAS DE LA CALIDAD   EN SALUD (SOGCS) DE LA ES.E. HOSPITAL  MARIA AUXILIADORA DE IQUIRA- HUILA",,,,,,,,,"$3,000,000","Contratación régimen especial","Decreto 092 de 2017","1","Mes(es)",,,,"No Aplica","GESTIÓN CONTRACTUAL","0","0","0","0","0","0","0","0","0","En aprobación","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85101707","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","701,551,756"
"ICBF REGIONAL BOGOTA","899999239","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.6462811","ICBF-CPS-201639_-REGBOG","704155167","CO1.BDOS.6338196","CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES","PRESTAR SERVICIOS PROFESIONALES EN EL ÁREA DE PSICOLOGÍA EN LA DEFENSORIA DE FAMILIA DEL CENTRO ZONAL USAQUÉN DE LA REGIONAL BOGOTÁ, PARA APOYAR LOS TRÁMITES DENTRO DE LOS PROCESOS ADMINISTRATIVOS PARA LA GARANTÍA Y EL RESTABLECIMIENTO DE DERECHOS, EN EL MARCO DEL FORTALECIMIENTO Y DESCONGESTIÓN DE LAS DEFENSORÍAS DE FAMILIA",,,,,,,,,"$23,190,000","Contratación directa","Servicios profesionales y apoyo a la gestión","180","día(s)",,,,"Bogotá","Grupo de contratación - ICBF REGIONAL BOGOTA","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,155,167"
"INSTITUTO DE HIDROLOGIA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES","830000602","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.2317190","SAMC-029-2021","700696065","CO1.BDOS.2254683","ADQUISICIÓN DE EQUIPOS DE AUDIO Y VIDEO REQUERIDOS PARA EL DESARROLLO DE LAS ACTIVIDADES EN EL MARCO DEL CONVENIO ECOPETROL.","PRESTAR EL SERVICIO DE MANTENIMIENTO PREVENTIVO Y EVENTUALMENTE CORRECTIVO CON SUMINISTRO DE REPUESTOS AL SISTEMA DE EXTRACCIÓN DE EQUIPOS DE LABORATORIO SEDE PUENTE ARANDA.",,,,,,,,,"$35,500,000","Selección Abreviada de Menor Cuantía","Presupuesto menor al 10% de la Menor Cuantía","8","Mes(es)","05/04/2021","05/04/2021",,"Bogotá","IDEAM","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.72154101","Cerrado","Prestación de servicios","No Definido","V172154401","https://community.secop.gov.co/STS/Users/Login/Index","700,696,065"
"ALCALDIA LOCAL DE SAN CRISTOBAL","899999061","Distrito Capital de Bogotá","Bogotá","Territorial","Centralizada","CO1.REQ.4689288","FDLSC-CD-289-2023","702179383","CO1.BDOS.4585152","PRESTACIÓN DE SERVICIOS DE APOYO EN LA EJECUCIÓN DE ACTIVIDADES DE OBRA CIVIL; QUE CONLLEVEN AL MEJORAMIENTO Y ADECUACIÓN DEL ESPACIO PÚBLICO Y LA MALLA VIAL DE LA LOCALIDAD DE SAN CRISTÓBAL","PRESTACIÓN DE SERVICIOS DE APOYO EN LA EJECUCIÓN DE ACTIVIDADES DE OBRA CIVIL, QUE CONLLEVEN AL MEJORAMIENTO Y ADECUACIÓN DEL ESPACIO PÚBLICO Y LA MALLA VIAL DE LA LOCALIDAD DE SAN CRISTÓBAL",,,,,,,,,"$100,800,000","Contratación directa","Servicios profesionales y apoyo a la gestión","6","Mes(es)",,,,"No Aplica","OFICINA DE CONTRATACION.","0","0","0","0","0","0","0","0","0","Aprobado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111701","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,179,383"
"EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR","813005295","No Definido","No Definido","Territorial","Centralizada","CO1.REQ.4160125","0054-2023","700752108","CO1.BDOS.4063534","BIOMEDICAL SOLUTIONS BCH S.A.S","PRESTACIÓN DE SERVICIOS PARA EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EQUIPOS BIOMÉDICOS Y DEMÁS UNIDADES QUE LO REQUIERAN DE LA E.S.E. MUNICIPAL MANUEL CASTRO TOVAR.",,,,,,,,,"$90,000,000","Contratación régimen especial","Decreto 092 de 2017","170","día(s)",,,,"Pitalito","OFICINA CONTRATACION","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85161503","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","700,752,108"
"AGENCIA NACIONAL DE TIERRAS - ANT","900948953","Distrito Capital de Bogotá","Bogotá","Nacional","Descentralizada","CO1.REQ.9618913","ANT-CPS-20262102","702066010","CO1.BDOS.9450791","PRESTACION DE SERVICIOS PROFESIONALES PARA SATN","PRESTAR SERVICIOS PROFESIONALES A LA AGENCIA NACIONAL DE TIERRAS PARA APOYAR EL FORTALECIMIENTO Y LA EJECUCIÓN DE LOS DISTINTOS PROCESOS Y PROCEDIMIENTOS QUE SE DESARROLLEN EN LA SUBDIRECCIÓN DE ADMINISTRACIÓN DE TIERRAS DE LA NACIÓN","Presentación de oferta",,,,,,,,"$48,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","6","Mes(es)",,,,"Bogotá","GESTIÓN CONTRACTUAL","0","0","0","0","0","0","0","0","0","Seleccionado","70","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9709626","702,066,010"
"FIDUCIARIA LA PREVISORA S.A.- FIDUPREVISORA S.A.","860525148","Distrito Capital de Bogotá","Bogotá","Nacional","Centralizada","CO1.REQ.7694277","9677-PPAL001-1223-2023","706672169","CO1.BDOS.7559098","9677-PPAL001-1223-2023","OBJETO: REALIZAR LAS OBRAS DE INTERVENCIÓN CORRECTIVA PARA MITIGAR EL RIESGO POR INUNDACIÓN Y SOCAVACIÓN MEDIANTE LA CONSTRUCCIÓN DE MURO DE CONTENCIÓN Y OBRAS COMPLEMENTARIAS EN EL SECTOR LAS BRISAS DEL MUNICIPIO DE CAREPA, DEPARTAMENTO DE ANTIOQUIA, EN EL MARCO DEL DECRETO DE CALAMIDAD PÚBLICA No. 134 DE 2023 Y EN DESARROLLO DEL PLAN DE ACCIÓN ESPECÍFICO (PAE)",,,,,,,,,"$7,012,015,361","Contratación régimen especial","Regla aplicable","10","Mes(es)",,,,"Bogotá","CON DERI OCNE","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","706,672,169"
"Rama Judicial  Dirección Seccional de Administración Judicial de Cúcuta","800165874","Norte de Santander","Cúcuta","Nacional","Descentralizada","CO1.REQ.1628121","C - 018 de 2020","705600856","CO1.BDOS.1579113","ARRIENDO JUZGADOS CIVILES 1 Y 2 CTO OCAÑA","Celebrar contrato de arrendamiento del inmueble ubicado en la Calle 12 # 13  06 segundo piso, identificado con el certificado de libertad y tradición Nº 270-7391, el cual consta de un área de 182 M2, para el servicio y funcionamiento de los juzgados primero y segundo Civiles de Circuito de Ocaña, a cargo de la Dirección Seccional de Cúcuta  Norte de Santander.",,,,,,,,,"$13,400,000","Contratación Directa (con ofertas)","No existe pluralidad de oferentes en el mercado","340","día(s)","11/25/2020",,,"Toledo","ANA MILENA PACHECO QUINTERO","289","1","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80131500","Abierto","Otro","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","705,600,856"
"POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","8909801366","Antioquia","Medellín","Territorial","Centralizada","CO1.REQ.2843364","CD-2152-2022","710346917","CO1.BDOS.2767061","ARLY JHANJAIRA DIAZ RIVERA","Prestación de servicios de apoyo a la gestión de la Dirección de Programas y Proyectos Especiales en el marco del Contrato Interadministrativo No. 4600089948, suscrito con el Municipio de Medellín-Secretaria de Medio Ambiente.",,,,,,,,,"$10,205,865","Contratación directa","Servicios profesionales y apoyo a la gestión","0","día(s)",,,,"Medellín","PRINCIPAL","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111620","Abierto","Prestación de servicios","No Definido","V180101604","https://community.secop.gov.co/STS/Users/Login/Index","710,346,917"
"GOBERNACION DEL CAQUETA**","800091594","Caquetá","No Definido","Territorial","Centralizada","CO1.REQ.7972752","DC-ED-DIRECTA-277-2025","703688838","CO1.BDOS.7834156","PRESTACION DE SERVICIOS DE APOYO A LA GESTIÓN","PRESTAR LOS SERVICIOS DE TÉCNICO ADMINISTRATIVO, PARA APOYAR Y GARANTIZAR LA ATENCIÓN OPORTUNA DE LOS PROCESOS Y MACRO PROCESOS A CARGO DE LA DIRECCIÓN DE COBERTURA EDUCATIVA DE LA SECRETARIA DE EDUCACIÓN DEL CAQUETÁ.",,,,,,,,,"$40,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","9","Mes(es)",,,,"Florencia","DEPARTAMENTO DE CAQUETÁ","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111601","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","703,688,838"
"Rama Judicial  Dirección Seccional de Administración Judicial de Armenia","800165939","Quindío","Armenia","Nacional","Centralizada","CO1.REQ.9307727","SASI-01 DE 2025 copia","705681880","CO1.BDOS.9141528","SASI-01 DE 2025 copia","ADQUISICIÓN E INSTALACIÓN, A TODO COSTO, DE UNIDADES DE POTENCIA ININTERRUMPIDAS UPS TRIFÁSICAS ON LINE, Y SUS PROTECTORES DE SOBRETENSIÓN DPS Y ACOMETIDAS ELÉCTRICAS PARA LOS DESPACHOS JUDICIALES Y/O DEPENDENCIAS ADMINISTRATIVAS DEL DISTRITO JUDICIAL DE ARMENIA Y ADMINISTRATIVO DEL QUINDÍO",,,,,,,,,"$536,906,160","Selección abreviada subasta inversa","Suministro de bienes y servicios de características técnicas uniformes y común utilización","15","día(s)","12/03/2025","12/16/2025",,"No Aplica","COMPRAS PÚBLICAS","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.39121004","Cerrado","Suministros","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","705,681,880"
"HOSPITAL FRANCISCO DE PAULA SANTANDER EMPRESA SOCIAL DEL ESTADO","891500084","Cauca","Santander De Quilichao","Territorial","Centralizada","CO1.REQ.4418888","2023-AD-362","704096098","CO1.BDOS.4319057","PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO ESPECIALIZADO EN UROLOGIA","PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO ESPECIALIZADO EN UROLOGIA",,,,,,,,,"$36,000,000","Contratación régimen especial","Decreto 092 de 2017","91","día(s)",,,,"No Aplica","JURIDICO","0","0","0","0","0","0","0","0","0","Borrador","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.85101501","Abierto","Decreto 092 de 2017","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","704,096,098"
"INSTITUTO DE PATRIMONIO Y CULTURAL DE CARTAGENA DE INDIAS - IPCC","806013631","Bolívar","Cartagena","Territorial","Centralizada","CO1.REQ.8717672","CPS-IPCC-195-2025","702775123","CO1.BDOS.8562879","PRESTAR SERVICIOS PROFESIONALES AL INSTITUTO DE PATRIMONIO Y CULTURA DE CARTAGENA DE INDIAS","PRESTAR SERVICIOS PROFESIONALES AL INSTITUTO DE PATRIMONIO Y CULTURA DE CARTAGENA DE INDIAS",,,,,,,,,"$25,000,000","Contratación directa","Servicios profesionales y apoyo a la gestión","141","día(s)",,,,"Cartagena","General","0","0","0","0","0","0","0","0","0","Cancelado","0","No","No Adjudicado","No Definido","No Definido","No Definido",,"$0","No Adjudicado","No Definido","No Definido","V1.80111600","Abierto","Prestación de servicios","No Definido","No definido","https://community.secop.gov.co/STS/Users/Login/Index","702,775,123"
